time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_world,vy_world,vz_world,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
0.54,0.5001,0.4702,1.3061,0.0188,-0.0227,-0.0002,-0.0685,-0.0656,0.1901,2.0,2.0,2.0,0.0,2.252,0.0002,0.2125,0,4
0.56,0.5203,0.4905,1.3179,0.0214,-0.0229,0.0003,0.0108,-0.0312,0.168,2.0,2.0,2.0,0.0,2.2211,-0.0003,0.1712,0,4
0.58,0.5383,0.5088,1.3299,0.0228,-0.0222,0.0001,0.0394,0.0556,0.1593,2.0,2.0,2.0,0.0,2.193,-0.0001,0.1733,0,4
0.6,0.5541,0.5249,1.3417,0.0205,-0.0235,0.0001,0.1018,0.1081,0.1541,2.0,2.0,2.0,0.0,2.1679,-0.0001,0.2141,0,4
0.62,0.5678,0.5392,1.3535,0.0183,-0.0228,-0.0001,0.1551,0.1643,0.1496,2.0,2.0,2.0,0.0,2.1455,0.0001,0.271,0,4
0.64,0.5795,0.5517,1.3651,0.0163,-0.02,-0.0001,0.214,0.2058,0.1456,2.0,2.0,2.0,0.0,2.1257,0.0001,0.3307,0,4
0.66,0.5895,0.5627,1.3766,0.0139,-0.0165,-0.0002,0.2605,0.2475,0.1424,2.0,2.0,2.0,0.0,2.1081,0.0002,0.3866,0,4
0.68,0.5981,0.5724,1.3878,0.0104,-0.0129,-0.0002,0.3012,0.2807,0.14,2.0,2.0,2.0,0.0,2.0924,0.0002,0.4349,0,4
0.7,0.6056,0.5812,1.3989,0.0066,-0.0091,-0.0003,0.3325,0.3071,0.1379,2.0,2.0,2.0,0.0,2.0782,0.0003,0.4731,0,4
0.72,0.6122,0.5892,1.4096,0.0028,-0.0048,-0.0003,0.5442,0.5256,0.1816,2.0,2.0,2.0,0.0,2.0652,0.0003,0.7781,0,1
0.74,0.6183,0.5968,1.4207,-0.0044,0.0026,-0.0013,0.3262,0.3745,0.1243,2.0,2.0,2.0,0.0,2.0527,0.0013,0.512,0,4
0.76,0.6243,0.6045,1.4314,-0.0103,0.0046,0.0004,0.6082,0.471,0.1715,2.0,2.0,2.0,0.0,2.0404,-0.0004,0.7881,0,1
0.78,0.6305,0.6125,1.4415,-0.0119,0.0141,-0.0011,0.2963,0.3795,0.13,2.0,2.0,2.0,0.0,2.028,0.0011,0.4987,0,4
0.8,0.6373,0.6211,1.4512,-0.0183,0.0136,0.0006,0.4109,0.2248,0.1313,2.0,2.0,2.0,0.0,2.0148,-0.0006,0.4865,0,4
0.82,0.6447,0.6306,1.4604,-0.0205,0.0159,-0.0003,0.2848,0.297,0.1362,2.0,2.0,2.0,0.0,2.0008,0.0003,0.4335,0,4
0.84,0.653,0.641,1.4694,-0.0198,0.0191,0.0002,0.2122,0.1332,0.1038,2.0,2.0,2.0,0.0,1.9857,-0.0002,0.2712,0,6
0.86,0.6622,0.6522,1.4777,-0.0159,0.022,0.0007,0.2795,0.18,0.1428,2.0,2.0,2.0,0.0,1.9695,-0.0007,0.3618,0,4
0.88,0.6726,0.6642,1.4857,-0.0144,0.0233,-0.0001,0.0749,0.0879,0.0932,2.0,2.0,2.0,0.0,1.9521,0.0001,0.1484,0,7
0.9,0.684,0.6769,1.4935,-0.0169,0.0186,0.0009,0.1026,0.0155,0.0933,2.0,2.0,2.0,0.0,1.9337,-0.0009,0.1395,0,7
0.92,0.6963,0.6902,1.5004,-0.0141,0.0156,0.0001,0.1205,0.1578,0.1541,2.0,2.0,2.0,0.0,1.9144,-0.0001,0.2514,0,4
0.94,0.7093,0.7039,1.5071,-0.0118,0.0162,0.0005,0.1424,0.0899,0.1534,2.0,2.0,2.0,0.0,1.8944,-0.0005,0.2278,0,4
0.96,0.7229,0.718,1.5147,-0.0106,0.0134,0.0,0.083,0.1091,0.1344,2.0,2.0,2.0,0.0,1.8735,-0.0,0.192,0,4
0.98,0.737,0.7323,1.5226,-0.0087,0.0113,-0.0004,0.0408,0.0645,0.1124,2.0,2.0,2.0,0.0,1.8521,0.0004,0.1359,0,5
1.0,0.7513,0.7468,1.5304,-0.0082,0.0103,0.0001,0.0873,0.0506,0.121,2.0,2.0,2.0,0.0,1.8304,-0.0001,0.1576,0,4
1.02,0.7658,0.7612,1.5382,-0.0064,0.008,-0.0002,0.0231,0.0457,0.1059,2.0,2.0,2.0,0.0,1.8086,0.0002,0.1176,0,5
1.04,0.7804,0.7755,1.5457,-0.005,0.0069,0.0005,0.0781,0.0325,0.1197,2.0,2.0,2.0,0.0,1.7869,-0.0005,0.1466,0,4
1.06,0.7949,0.7897,1.5529,-0.0035,0.0044,0.0,0.2627,0.2998,0.1525,2.0,2.0,2.0,0.0,1.7655,-0.0,0.4268,0,1
1.08,0.8092,0.8037,1.561,-0.0069,0.0049,-0.0004,0.2838,0.3211,0.1433,2.0,2.0,2.0,0.0,1.7441,0.0004,0.4519,0,0
1.1,0.8234,0.8177,1.5701,-0.0092,0.0064,-0.0002,-0.0187,-0.0254,0.0456,2.0,2.0,2.0,0.0,1.7225,0.0002,0.0555,0,7
1.12,0.8375,0.8317,1.5779,-0.0063,0.0051,0.001,0.0558,-0.0144,0.0848,2.0,2.0,2.0,0.0,1.7013,-0.001,0.1026,0,5
1.14,0.8515,0.8457,1.5842,-0.0041,0.0031,0.0002,0.2178,0.2594,0.1345,2.0,2.0,2.0,0.0,1.6806,-0.0002,0.3644,0,2
1.16,0.8652,0.8595,1.591,-0.0071,0.0027,-0.0003,0.2046,0.2234,0.1103,2.0,2.0,2.0,0.0,1.66,0.0003,0.3224,0,3
1.18,0.8787,0.8733,1.5983,-0.0081,0.0044,0.0002,0.015,-0.0208,0.071,2.0,2.0,2.0,0.0,1.6396,-0.0002,0.0755,0,6
1.2,0.8919,0.887,1.6048,-0.0028,0.005,0.0007,0.221,0.1958,0.1062,2.0,2.0,2.0,0.0,1.6195,-0.0007,0.3138,0,3
1.22,0.9051,0.9004,1.6111,-0.0029,0.006,-0.0003,-0.0098,0.0469,0.093,2.0,2.0,2.0,0.0,1.5997,0.0003,0.1047,0,5
1.24,0.918,0.9137,1.6176,-0.0049,0.0015,0.0004,0.0205,-0.0249,0.0745,2.0,2.0,2.0,0.0,1.5802,-0.0004,0.0811,0,6
1.26,0.9307,0.9267,1.6239,-0.0023,-0.0005,-0.0,-0.0065,0.0064,0.076,2.0,2.0,2.0,0.0,1.561,0.0,0.0766,0,6
1.28,0.9429,0.9395,1.6296,0.001,-0.0004,0.0002,0.2574,0.2388,0.1303,2.0,2.0,2.0,0.0,1.5425,-0.0002,0.3745,0,1
1.3,0.9548,0.9518,1.636,-0.0009,0.0021,-0.0009,0.2105,0.2482,0.1041,2.0,2.0,2.0,0.0,1.5244,0.0009,0.3417,0,2
1.32,0.9663,0.9638,1.6431,-0.0032,0.0036,-0.0005,0.01,-0.0205,0.044,2.0,2.0,2.0,0.0,1.5066,0.0005,0.0495,0,7
1.34,0.9776,0.9755,1.6489,-0.0002,0.0024,0.0005,0.0855,0.0197,0.0009,2.0,2.0,2.0,0.0,1.4894,-0.0005,0.0877,0,12
1.36,0.9886,0.9868,1.6525,0.0019,0.0022,0.0009,0.0459,0.0225,0.0395,2.0,2.0,2.0,0.0,1.4732,-0.0009,0.0646,0,13
1.38,0.9994,0.9976,1.6546,0.0019,0.0018,0.0005,0.0765,0.0943,0.0948,2.0,2.0,2.0,0.0,1.4579,-0.0005,0.154,0,10
1.4,1.0099,1.0079,1.657,0.0026,0.0007,0.0001,0.0135,0.0334,0.0466,2.0,2.0,2.0,0.0,1.443,-0.0001,0.0589,0,14
1.42,1.02,1.0177,1.6596,0.003,0.0002,0.0011,0.1698,0.1242,0.1126,2.0,2.0,2.0,0.0,1.4286,-0.0011,0.2386,0,8
1.44,1.0299,1.027,1.6631,0.0037,0.0017,-0.0007,-0.0196,0.0754,0.0854,2.0,2.0,2.0,0.0,1.4147,0.0007,0.1156,0,7
1.46,1.0394,1.0357,1.6674,-0.0006,-0.0033,0.0009,0.1153,0.0612,0.0456,2.0,2.0,2.0,0.0,1.4011,-0.0009,0.1383,0,11
1.48,1.0485,1.0442,1.6712,-0.0026,-0.0012,-0.0004,-0.0059,0.04,0.0034,2.0,2.0,2.0,0.0,1.3882,0.0004,0.0406,0,15
1.5,1.0572,1.0525,1.6736,-0.0027,-0.0029,0.001,0.1799,0.1202,0.0973,2.0,2.0,2.0,0.0,1.376,-0.001,0.2372,0,9
1.52,1.0653,1.0606,1.6761,-0.0003,-0.0017,-0.0012,0.0955,0.2,0.0937,2.0,2.0,2.0,0.0,1.3642,0.0012,0.2406,0,9
1.54,1.0731,1.0685,1.6794,-0.0018,-0.0,-0.0005,0.04,0.0239,0.0111,2.0,2.0,2.0,0.0,1.3526,0.0005,0.0479,0,15
1.56,1.0806,1.0762,1.6823,-0.0006,0.0002,0.0001,0.12,0.097,0.0608,2.0,2.0,2.0,0.0,1.3415,-0.0001,0.1658,0,11
1.58,1.0878,1.0837,1.685,0.0004,0.0003,-0.0011,0.1157,0.15,0.0745,2.0,2.0,2.0,0.0,1.3308,0.0011,0.2036,0,10
1.6,1.0948,1.0909,1.6882,-0.0006,0.0009,-0.0003,0.2247,0.1747,0.0892,2.0,2.0,2.0,0.0,1.3203,0.0003,0.2982,0,8
1.62,1.1016,1.098,1.6922,-0.0014,0.004,-0.001,0.0815,0.1096,0.0787,2.0,2.0,2.0,0.0,1.3097,0.001,0.1576,0,6
1.64,1.1085,1.105,1.6968,-0.0036,0.003,-0.0005,0.12,0.1058,0.0316,2.0,2.0,2.0,0.0,1.2992,0.0005,0.1631,0,11
1.66,1.1153,1.1119,1.7006,-0.0045,0.0028,-0.0016,0.1202,0.15,0.0528,2.0,2.0,2.0,0.0,1.2889,0.0016,0.1993,0,10
1.68,1.122,1.1188,1.7035,-0.0033,0.004,-0.0006,0.06,0.0558,0.0254,2.0,2.0,2.0,0.0,1.2788,0.0006,0.0858,0,14
1.7,1.1289,1.1257,1.7059,-0.0028,0.0051,-0.0005,0.1,0.1,0.0599,2.0,2.0,2.0,0.0,1.2688,0.0005,0.1536,0,12
1.72,1.1358,1.1326,1.7084,-0.0026,0.0043,-0.0012,0.1693,0.2061,0.0916,2.0,2.0,2.0,0.0,1.2587,0.0012,0.282,0,8
1.74,1.1427,1.1395,1.7121,-0.0053,0.004,-0.0012,0.08,0.08,0.0191,2.0,2.0,2.0,0.0,1.2483,0.0012,0.1147,0,13
1.76,1.1498,1.1465,1.7153,-0.0057,0.0046,0.0004,0.3256,0.2615,0.1291,2.0,2.0,2.0,0.0,1.2379,-0.0004,0.4371,0,0
1.78,1.1569,1.1536,1.719,-0.0057,0.0082,-0.0018,0.0663,0.1828,0.0897,2.0,2.0,2.0,0.0,1.2273,0.0018,0.2142,0,4
1.8,1.1642,1.1609,1.7232,-0.0121,0.0026,0.001,0.06,0.0016,-0.0053,2.0,2.0,2.0,0.0,1.2163,-0.001,0.0603,0,14
1.82,1.1714,1.1687,1.7258,-0.0095,0.0035,0.0011,0.1,0.0846,0.0478,2.0,2.0,2.0,0.0,1.2054,-0.0011,0.1395,0,12
1.84,1.1787,1.1767,1.7277,-0.0066,0.0045,0.0001,0.0543,0.0757,0.0525,2.0,2.0,2.0,0.0,1.1944,-0.0001,0.1069,0,13
1.86,1.1859,1.185,1.7299,-0.007,0.0042,0.0006,0.0366,-0.0018,0.0227,2.0,2.0,2.0,0.0,1.1832,-0.0006,0.0431,0,15
1.88,1.1931,1.1935,1.7318,-0.0052,0.0036,0.0007,0.073,0.0393,0.0501,2.0,2.0,2.0,0.0,1.1719,-0.0007,0.0968,0,13
1.9,1.2003,1.202,1.7338,-0.0027,0.0031,0.0,0.1123,0.1054,0.0788,2.0,2.0,2.0,0.0,1.1607,-0.0,0.173,0,9
1.92,1.2075,1.2104,1.7368,-0.0034,0.0033,-0.0002,0.0413,0.022,0.0157,2.0,2.0,2.0,0.0,1.1492,0.0002,0.0493,0,14
1.94,1.2147,1.2188,1.7393,-0.0027,0.0038,0.0012,0.129,0.0399,0.0593,2.0,2.0,2.0,0.0,1.1379,-0.0012,0.1475,0,10
1.96,1.2219,1.227,1.7409,-0.0008,0.0037,0.0004,0.0274,0.0335,0.0429,2.0,2.0,2.0,0.0,1.127,-0.0004,0.061,0,14
1.98,1.2291,1.235,1.7425,-0.0005,0.0036,0.0009,0.1906,0.158,0.1057,2.0,2.0,2.0,0.0,1.1161,-0.0009,0.2692,0,3
2.0,1.2363,1.2428,1.7454,-0.0009,0.0047,-0.0005,0.0653,0.1034,0.051,2.0,2.0,2.0,0.0,1.1052,0.0005,0.1325,0,10
2.02,1.2434,1.2504,1.7487,-0.0033,0.0029,0.0013,0.1478,0.0579,0.0526,2.0,2.0,2.0,0.0,1.0943,-0.0013,0.1672,0,9
2.04,1.2506,1.258,1.7519,-0.0038,0.0042,0.0003,0.1798,0.1977,0.089,2.0,2.0,2.0,0.0,1.0834,-0.0003,0.2816,0,2
2.06,1.2578,1.2655,1.7557,-0.0052,0.0044,0.0,0.0605,0.061,0.0241,2.0,2.0,2.0,0.0,1.0724,-0.0,0.0892,0,11
2.08,1.2651,1.2731,1.7591,-0.0051,0.0042,0.0014,0.0858,0.0177,0.0675,2.0,2.0,2.0,0.0,1.0614,-0.0014,0.1106,0,5
2.1,1.2724,1.2807,1.7621,-0.004,0.0043,0.0011,0.2119,0.2113,0.101,2.0,2.0,2.0,0.0,1.0505,-0.0011,0.3158,0,0
2.12,1.2797,1.2883,1.7663,-0.0053,0.0051,0.0003,0.0027,0.0183,0.0347,2.0,2.0,2.0,0.0,1.0392,-0.0003,0.0394,0,7
2.14,1.2871,1.2961,1.7701,-0.0048,0.0037,0.0018,0.0968,0.0308,0.0279,2.0,2.0,2.0,0.0,1.0279,-0.0018,0.1054,0,10
2.16,1.2945,1.3038,1.7727,-0.0026,0.0044,0.001,0.0204,0.0407,0.0238,2.0,2.0,2.0,0.0,1.0169,-0.001,0.0514,0,13
2.18,1.302,1.3114,1.7744,-0.0014,0.0044,0.0007,0.1458,0.1446,0.0893,2.0,2.0,2.0,0.0,1.0061,-0.0007,0.2239,0,3
2.2,1.3095,1.3189,1.7768,-0.002,0.0041,-0.0004,0.132,0.1548,0.078,2.0,2.0,2.0,0.0,0.9952,0.0004,0.2179,0,3
2.22,1.3169,1.3263,1.7799,-0.0033,0.0057,-0.0005,-0.0049,-0.0015,-0.0045,2.0,2.0,2.0,0.0,0.9843,0.0005,0.0068,0,15
2.24,1.3245,1.3337,1.7819,-0.0025,0.0039,0.0008,0.0715,0.0188,0.0841,2.0,2.0,2.0,0.0,0.9736,-0.0008,0.112,0,4
2.26,1.332,1.3409,1.7832,-0.0011,0.0026,-0.0002,-0.0041,0.0333,0.0791,2.0,2.0,2.0,0.0,0.9631,0.0002,0.086,0,6
2.28,1.3395,1.3479,1.7854,0.0011,0.0016,0.0004,0.0454,0.0354,0.0354,2.0,2.0,2.0,0.0,0.9527,-0.0004,0.0676,0,12
2.3,1.3468,1.3547,1.7883,0.0009,0.0003,-0.0001,0.0299,0.0529,0.0275,2.0,2.0,2.0,0.0,0.9423,0.0001,0.0667,0,11
2.32,1.354,1.3612,1.7908,0.0006,0.0014,-0.0002,0.078,0.1,0.055,2.0,2.0,2.0,0.0,0.9323,0.0002,0.1382,0,8
2.34,1.361,1.3675,1.7935,-0.0001,0.0011,-0.0007,0.0045,0.0344,0.0089,2.0,2.0,2.0,0.0,0.9225,0.0007,0.0358,0,14
2.36,1.3678,1.3735,1.7955,-0.0,0.0006,0.0005,0.1797,0.16,0.0899,2.0,2.0,2.0,0.0,0.9132,-0.0005,0.2568,0,1
2.38,1.3745,1.3793,1.798,0.0,0.0024,-0.0015,0.135,0.2075,0.0816,2.0,2.0,2.0,0.0,0.9041,0.0015,0.2607,0,1
2.4,1.381,1.385,1.8015,-0.0024,0.004,-0.0005,0.0314,0.0224,-0.0098,2.0,2.0,2.0,0.0,0.8949,0.0005,0.0398,0,14
2.42,1.3875,1.3906,1.804,-0.0027,0.0025,0.0003,0.0329,0.0309,0.0503,2.0,2.0,2.0,0.0,0.886,-0.0003,0.0676,0,6
2.44,1.394,1.3961,1.8062,0.0,0.0011,-0.0006,-0.0085,0.0312,0.007,2.0,2.0,2.0,0.0,0.8772,0.0006,0.033,0,15
2.46,1.4003,1.4015,1.8085,0.0002,0.0015,0.0,0.0509,0.0562,0.0307,2.0,2.0,2.0,0.0,0.8687,-0.0,0.0818,0,11
2.48,1.4064,1.4067,1.8105,-0.0001,0.0005,-0.0007,-0.0003,0.0413,0.0475,2.0,2.0,2.0,0.0,0.8604,0.0007,0.063,0,7
2.5,1.4124,1.4117,1.8123,-0.0006,0.0001,0.0,0.0336,0.033,0.0213,2.0,2.0,2.0,0.0,0.8524,-0.0,0.0517,0,14
2.52,1.4182,1.4166,1.8136,-0.0016,-0.0001,-0.0009,0.0766,0.137,0.0652,2.0,2.0,2.0,0.0,0.8447,0.0009,0.1699,0,8
2.54,1.4238,1.4215,1.8154,-0.0034,-0.0009,-0.0009,0.0326,0.0521,0.056,2.0,2.0,2.0,0.0,0.8371,0.0009,0.0832,0,6
2.56,1.4291,1.4264,1.818,-0.0028,0.0002,-0.0007,0.1681,0.1737,0.0685,2.0,2.0,2.0,0.0,0.8295,0.0007,0.2512,0,1
2.58,1.4344,1.4312,1.8212,-0.0028,0.002,-0.0011,0.0285,0.048,-0.0098,2.0,2.0,2.0,0.0,0.8218,0.0011,0.0566,0,14
2.6,1.4395,1.4362,1.8235,-0.0039,0.0011,0.0006,0.0733,0.0332,0.0147,2.0,2.0,2.0,0.0,0.8144,-0.0006,0.0818,0,13
2.62,1.4445,1.4411,1.8244,-0.0035,0.0006,-0.0005,0.0497,0.0842,0.0506,2.0,2.0,2.0,0.0,0.8073,0.0005,0.1101,0,12
2.64,1.4495,1.4462,1.8252,-0.0021,0.0011,0.0002,0.061,0.0407,0.0454,2.0,2.0,2.0,0.0,0.8002,-0.0002,0.0862,0,13
2.66,1.4543,1.4512,1.8262,-0.003,0.0009,-0.0006,0.0586,0.0835,0.078,2.0,2.0,2.0,0.0,0.7932,0.0006,0.1284,0,4
2.68,1.4591,1.4562,1.8277,-0.0022,0.001,-0.0001,0.1389,0.1239,0.0651,2.0,2.0,2.0,0.0,0.7861,0.0001,0.1972,0,3
2.7,1.4638,1.4613,1.8301,-0.0026,0.0029,-0.0004,0.0644,0.0636,0.0154,2.0,2.0,2.0,0.0,0.7789,0.0004,0.0918,0,12
2.72,1.4685,1.4664,1.8321,-0.004,0.0031,0.0008,0.0907,0.0418,0.0588,2.0,2.0,2.0,0.0,0.7717,-0.0008,0.1159,0,4
2.74,1.4732,1.4715,1.834,-0.0034,0.0022,0.0007,0.1271,0.1227,0.0555,2.0,2.0,2.0,0.0,0.7645,-0.0007,0.1852,0,3
2.76,1.4779,1.4767,1.8367,-0.004,0.0027,0.0004,0.0656,0.0618,0.0227,2.0,2.0,2.0,0.0,0.757,-0.0004,0.0929,0,10
2.78,1.4827,1.482,1.8391,-0.0051,0.0034,0.0008,0.0268,0.0053,0.0305,2.0,2.0,2.0,0.0,0.7496,-0.0008,0.041,0,7
2.8,1.4875,1.4874,1.8412,-0.0037,0.0032,0.0001,0.0496,0.0549,0.0495,2.0,2.0,2.0,0.0,0.7421,-0.0001,0.089,0,4
2.82,1.4923,1.4929,1.8436,-0.0025,0.0021,0.0,0.1583,0.1433,0.0596,2.0,2.0,2.0,0.0,0.7345,-0.0,0.2217,0,0
2.84,1.4971,1.4984,1.8466,-0.0038,0.004,-0.0004,0.1126,0.108,0.0349,2.0,2.0,2.0,0.0,0.7267,0.0004,0.1598,0,3
2.86,1.5021,1.504,1.8496,-0.0053,0.0051,0.0001,0.1563,0.1274,0.0451,2.0,2.0,2.0,0.0,0.7188,-0.0001,0.2066,0,0
2.88,1.5072,1.5097,1.8526,-0.0047,0.0056,-0.0006,0.0235,0.0234,0.0262,2.0,2.0,2.0,0.0,0.7107,0.0006,0.0423,0,5
2.9,1.5124,1.5155,1.8553,-0.005,0.0049,-0.0,0.0335,0.001,0.0286,2.0,2.0,2.0,0.0,0.7024,0.0,0.0441,0,5
2.92,1.5178,1.5215,1.8574,-0.0047,0.0041,-0.0007,0.0312,0.0316,0.0241,2.0,2.0,2.0,0.0,0.6941,0.0007,0.0505,0,10
2.94,1.5233,1.5275,1.859,-0.002,0.0037,-0.0002,0.0504,0.0232,0.0351,2.0,2.0,2.0,0.0,0.6859,0.0002,0.0656,0,9
2.96,1.5289,1.5335,1.8605,-0.0024,0.0029,-0.0004,-0.0099,-0.0165,0.035,2.0,2.0,2.0,0.0,0.6775,0.0004,0.0399,0,7
2.98,1.5345,1.5394,1.8622,-0.0024,0.0026,-0.0005,0.0179,0.0096,0.0228,2.0,2.0,2.0,0.0,0.6692,0.0005,0.0305,0,11
3.0,1.5401,1.5453,1.8639,-0.0005,0.0012,-0.0004,0.0098,-0.0019,0.0142,2.0,2.0,2.0,0.0,0.6609,0.0004,0.0174,0,13
3.02,1.5456,1.551,1.865,-0.0006,0.0009,0.0002,0.0262,0.0022,0.0334,2.0,2.0,2.0,0.0,0.6529,-0.0002,0.0425,0,12
3.04,1.5509,1.5566,1.8657,0.0006,-0.0,-0.0001,0.0144,0.0182,0.0415,2.0,2.0,2.0,0.0,0.6452,0.0001,0.0476,0,12
3.06,1.5562,1.5619,1.8663,0.0018,0.0005,-0.0005,0.1007,0.1028,0.0712,2.0,2.0,2.0,0.0,0.6378,0.0005,0.1606,0,1
3.08,1.5613,1.567,1.8677,0.0003,0.001,-0.0009,0.1089,0.1156,0.0598,2.0,2.0,2.0,0.0,0.6305,0.0009,0.1697,0,0
3.1,1.5663,1.5719,1.8699,-0.0002,0.0019,0.0,0.0251,0.003,0.0309,2.0,2.0,2.0,0.0,0.6231,-0.0,0.0399,0,5
3.12,1.5713,1.5767,1.8719,0.0002,0.0027,-0.0001,0.0835,0.0869,0.0353,2.0,2.0,2.0,0.0,0.616,0.0001,0.1256,0,3
3.14,1.5762,1.5813,1.874,-0.0001,0.002,-0.0003,0.001,0.0128,0.0252,2.0,2.0,2.0,0.0,0.6089,0.0003,0.0283,0,6
3.16,1.5811,1.5857,1.8761,-0.0007,0.0013,-0.0002,0.0915,0.0963,0.0364,2.0,2.0,2.0,0.0,0.602,0.0002,0.1377,0,2
3.18,1.586,1.5901,1.8784,-0.0007,0.0016,-0.0006,0.0009,0.0185,-0.0043,2.0,2.0,2.0,0.0,0.5952,0.0006,0.019,0,14
3.2,1.5908,1.5943,1.8798,-0.0002,0.0019,0.0005,0.0052,-0.0023,0.0072,2.0,2.0,2.0,0.0,0.5887,-0.0005,0.0092,0,15
3.22,1.5955,1.5983,1.8803,-0.0001,0.0011,-0.0002,0.0134,0.0414,0.034,2.0,2.0,2.0,0.0,0.5825,0.0002,0.0552,0,11
3.24,1.6001,1.6022,1.8806,0.0014,0.0003,0.0002,0.0093,0.0187,0.0337,2.0,2.0,2.0,0.0,0.5766,-0.0002,0.0396,0,14
